id_servizio,id_categoria,descrizione,disabilita
297,8,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,false
298,4,lectus vestibulum quam sapien varius ut blandit non interdum in,true
299,9,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,true
300,3,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,true
301,4,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,true
302,7,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,true
303,2,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,false
304,1,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,true
305,2,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,true
306,7,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,false
307,9,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,false
308,3,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,true
309,6,potenti in eleifend quam a odio in hac habitasse platea dictumst,false
310,7,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,false
311,5,vel sem sed sagittis nam congue risus semper porta volutpat,false
312,5,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,false
313,1,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,true
314,9,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,false
315,1,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,false
316,3,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,false
317,6,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,false
318,5,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,true
319,1,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,false
320,7,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,true
321,2,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,true
322,2,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,true
323,2,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,true
324,6,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,true
325,2,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,true
326,10,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,true
327,9,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,false
328,7,neque aenean auctor gravida sem praesent id massa id nisl venenatis,true
329,9,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,true
330,1,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,true
331,2,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,true
332,10,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,false
333,8,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,true
334,1,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,false
335,8,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,true
336,4,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,true
337,6,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,false
338,4,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,false
339,9,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,true
340,6,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,false
341,8,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,false
342,6,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,false
343,6,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,true
344,6,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,true
345,7,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,true
346,2,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,false
347,6,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,false
348,1,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,true
349,10,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,false
350,8,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,true
351,10,consequat morbi a ipsum integer a nibh in quis justo maecenas,false
352,1,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,false
353,9,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,true
354,10,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,false
355,6,porttitor pede justo eu massa donec dapibus duis at velit,false
356,10,sit amet turpis elementum ligula vehicula consequat morbi a ipsum,true
357,7,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,false
358,10,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,true
359,10,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,false
360,7,molestie lorem quisque ut erat curabitur gravida nisi at nibh,false
361,1,lorem quisque ut erat curabitur gravida nisi at nibh in,false
362,10,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,true
363,1,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,false
364,1,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,false
365,7,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,true
366,7,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,true
367,4,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,true
368,10,sit amet lobortis sapien sapien non mi integer ac neque,true
369,4,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,false
370,10,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,true
371,9,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,true
372,1,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,true
373,4,interdum mauris non ligula pellentesque ultrices phasellus id sapien in,false
374,6,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,false
375,10,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,false
376,7,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,true
377,5,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,false
378,1,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,true
379,9,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,true
380,7,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,true
381,6,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,true
382,7,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,true
383,5,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,true
384,8,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,true
385,6,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,false
386,9,pellentesque eget nunc donec quis orci eget orci vehicula condimentum,false
387,7,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,false
388,5,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,false
389,7,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,false
390,9,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,false
391,6,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,true
392,9,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,false
393,5,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,false
394,1,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,false
395,5,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,true
396,5,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,true
397,4,ut suscipit a feugiat et eros vestibulum ac est lacinia,false
398,1,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,false
399,6,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,true
400,7,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,false
401,5,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,true
402,9,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,false
403,1,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,true
404,10,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,false
405,8,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,true
406,5,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,false
407,9,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,true
408,9,tellus nisi eu orci mauris lacinia sapien quis libero nullam,false
409,8,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,false
410,6,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,true
411,8,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,true
412,1,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,false
413,10,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,true
414,8,morbi ut odio cras mi pede malesuada in imperdiet et,true
415,4,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,true
416,9,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,true
417,2,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,true
418,4,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,true
419,10,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,true
420,7,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,true
421,4,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,true
422,7,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,true
423,2,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,false
424,7,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,false
425,7,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,true
426,3,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,false
427,5,ut dolor morbi vel lectus in quam fringilla rhoncus mauris,false
428,1,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,true
429,10,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,false
430,3,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,false
431,10,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,false
432,9,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,true
433,1,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,false
434,6,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,true
435,10,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,true
436,7,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,true
437,4,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,true
438,1,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,false
439,6,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,true
440,1,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,false
441,9,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,false
442,8,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,true
443,4,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,true
444,2,orci pede venenatis non sodales sed tincidunt eu felis fusce,true
445,6,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,false
446,7,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,true
447,1,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,false
448,4,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,true
449,9,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,false
450,7,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,false
451,4,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,true
452,4,pellentesque at nulla suspendisse potenti cras in purus eu magna,true
453,1,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,false
454,8,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,true
455,9,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,true
456,9,eu felis fusce posuere felis sed lacus morbi sem mauris,false
457,5,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,true
458,10,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,false
459,6,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,false
460,7,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,true
461,5,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,true
462,2,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,false
463,10,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,false
464,1,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,true
465,9,turpis integer aliquet massa id lobortis convallis tortor risus dapibus,false
466,4,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,true
467,9,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,false
468,10,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,true
469,2,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,false
470,2,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,false
471,6,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,false
472,2,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,false
473,3,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,false
474,3,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,false
475,3,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,true
476,5,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,true
477,9,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,false
478,1,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,true
479,6,est risus auctor sed tristique in tempus sit amet sem fusce,true
480,4,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,false
481,2,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,false
482,9,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,false
483,2,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,false
484,4,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,true
485,6,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,true
486,8,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,true
487,3,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,true
488,4,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,true
489,3,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,false
490,4,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,true
491,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,false
492,9,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,false
493,7,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,true
494,9,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,true
495,8,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,true
496,4,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,false
497,8,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,false
498,7,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,true
499,9,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,false
500,9,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,true
